"Ensembl_gene_id","Omim_inheritance"
"ENSG00000105711","AD;AR"
"ENSG00000136531","AD"
"ENSG00000149575","AD"
"ENSG00000166257","AD"
"ENSG00000007314","AD;AR"
"ENSG00000177098","AD"
"ENSG00000183873","AD;AR;Heterogeneous"
"ENSG00000196876","AD"
"ENSG00000169432","AD;AR"
"ENSG00000111319","AD;AR"
"ENSG00000168447","AD;AR"
"ENSG00000166828","AD;AR"
"ENSG00000133028","AR;Heterogeneous;MT"
"ENSG00000130489","AD;AR"
"ENSG00000116171","AR"
"ENSG00000142186","AR"
"ENSG00000054282","AR"
"ENSG00000073578","AD;AR;Heterogeneous;MT"
"ENSG00000205138","AR"
"ENSG00000167985","AD"
"ENSG00000117118","AD;Sporadic"
"ENSG00000143252","AD;Sporadic"
"ENSG00000204370","AD;AR"
"ENSG00000100934","AR"
"ENSG00000101310","AD;AR"
"ENSG00000150961","AR"
"ENSG00000058262","AD"
"ENSG00000025796","AD"
"ENSG00000187742","AR"
"ENSG00000162430","AD;AR;Heterogeneous"
"ENSG00000170381","AD;AR;Sporadic"
"ENSG00000196189","AD;AR"
"ENSG00000109618","AR"
"ENSG00000140623","AD"
"ENSG00000184640","AD"
"ENSG00000122335","AR"
"ENSG00000197249","AR"
"ENSG00000170099","AD;AR"
"ENSG00000124570","AR"
"ENSG00000166396","AR"
"ENSG00000166401","AR"
"ENSG00000117601","AD;AR"
"ENSG00000099937","AD"
"ENSG00000106366","AD;AR"
"ENSG00000132386","AR"
"ENSG00000167711","AR"
"ENSG00000149131","AD"
"ENSG00000149257","AR"
"ENSG00000163536","AD"
"ENSG00000152217","AD"
"ENSG00000181555","AD"
"ENSG00000168137","AD"
"ENSG00000107290","AD;AR"
"ENSG00000115524","Somatic mutation"
"ENSG00000143368","AD"
"ENSG00000106483","AR"
"ENSG00000185303","AD"
"ENSG00000168878","AR;Heterogeneous"
"ENSG00000168484","AD;Heterogeneous"
"ENSG00000183605","AR"
"ENSG00000108823","AR"
"ENSG00000163069","AR"
"ENSG00000170624","AD;AR"
"ENSG00000127990","AD"
"ENSG00000102683","AR"
"ENSG00000129810","AR"
"ENSG00000181523","AR"
"ENSG00000111252","AD;Somatic mutation"
"ENSG00000183918","XL-R"
"ENSG00000087266","AD"
"ENSG00000174705","AR"
"ENSG00000169247","AD;AR;Heterogeneous"
"ENSG00000251322","Sporadic"
"ENSG00000164690","AD"
"ENSG00000108061","AD"
"ENSG00000158352","XL"
"ENSG00000090402","AR"
"ENSG00000147955","AR"
"ENSG00000142178","AD"
"ENSG00000120725","AR"
"ENSG00000112246","AD;AR;Polygenic inheritance"
"ENSG00000169375","AD;Sporadic"
"ENSG00000105738","AR"
"ENSG00000126778","AD;Heterogeneous"
"ENSG00000138083","AD;Heterogeneous;Sporadic"
"ENSG00000177045","AD"
"ENSG00000184302","AD;AR"
"ENSG00000157933","AD;Sporadic"
"ENSG00000204351","AR"
"ENSG00000125255","AR"
"ENSG00000110911","AR"
"ENSG00000074803","AR;Heterogeneous"
"ENSG00000070915","AR"
"ENSG00000124140","AR"
"ENSG00000140199","AR"
"ENSG00000141485","AR"
"ENSG00000155380","AD;AR;Heterogeneous"
"ENSG00000152779","AD"
"ENSG00000147100","XL-D"
"ENSG00000119899","AR"
"ENSG00000179520","AD"
"ENSG00000101194","AD"
"ENSG00000187714","AR"
"ENSG00000117479","AR"
"ENSG00000135917","AR"
"ENSG00000110436","AD"
"ENSG00000079215","AD"
"ENSG00000115902","AR"
"ENSG00000168575","AD"
"ENSG00000197891","AR"
"ENSG00000110628","AD;AR;Heterogeneous"
"ENSG00000197375","AR"
"ENSG00000074621","AR"
"ENSG00000140090","AR"
"ENSG00000188467","AD;AR"
"ENSG00000100075","AR"
"ENSG00000115840","AR"
"ENSG00000004864","AR"
"ENSG00000102743","AR"
"ENSG00000125454","AR"
"ENSG00000178537","AR"
"ENSG00000177542","AR"
"ENSG00000085491","AD"
"ENSG00000144741","AR"
"ENSG00000075415","AR"
"ENSG00000164933","AR"
"ENSG00000144659","AR;Heterogeneous"
"ENSG00000151729","AD;AR;Heterogeneous"
"ENSG00000164209","AR"
"ENSG00000145217","AR"
"ENSG00000155850","AR"
"ENSG00000091138","AR"
"ENSG00000091137","AR"
"ENSG00000170615","AR"
"ENSG00000112053","AD"
"ENSG00000198246","AR"
"ENSG00000117394","AD"
"ENSG00000197496","AR"
"ENSG00000163581","AR"
"ENSG00000109667","AD;AR"
"ENSG00000196660","AR"
"ENSG00000158014","AD;AR"
"ENSG00000169359","AD;AR"
"ENSG00000131183","AD;AR"
"ENSG00000157765","AR"
"ENSG00000198569","AR"
"ENSG00000164414","AR"
"ENSG00000102100","Somatic mosaicism;XL-D"
"ENSG00000117620","AR"
"ENSG00000181830","AR"
"ENSG00000116704","AR"
"ENSG00000186335","AD;AR"
"ENSG00000137700","AR"
"ENSG00000166558","AR"
"ENSG00000165915","AR"
"ENSG00000104635","AD;AR"
"ENSG00000147804","AR"
"ENSG00000139540","AD"
"ENSG00000138821","AR"
"ENSG00000138079","AD;AR"
"ENSG00000138449","AD"
"ENSG00000164175","AR"
"ENSG00000076351","AR"
"ENSG00000004939","AD;AR"
"ENSG00000088836","AD;AR"
"ENSG00000080493","AR"
"ENSG00000132517","AD"
"ENSG00000185803","AR"
"ENSG00000101276","AR"
"ENSG00000100170","AR"
"ENSG00000140675","AD;AR"
"ENSG00000105641","AR"
"ENSG00000115665","AD;AR"
"ENSG00000157103","AD"
"ENSG00000197106","AR"
"ENSG00000174358","AD;AR"
"ENSG00000103546","AD"
"ENSG00000163817","AD;AR"
"ENSG00000142319","AR"
"ENSG00000165970","AD;AR"
"ENSG00000130821","XL-R"
"ENSG00000196517","AR"
"ENSG00000013293","AR"
"ENSG00000155465","AR"
"ENSG00000021488","AD;AR"
"ENSG00000090020","AR"
"ENSG00000066230","AR"
"ENSG00000109062","AD"
"ENSG00000198689","XL-D"
"ENSG00000134538","AR"
"ENSG00000111700","AR"
"ENSG00000174640","AR"
"ENSG00000236320","AD"
"ENSG00000178235","AD;Multifactorial inheritance"
"ENSG00000184564","AR"
"ENSG00000126233","AR"
"ENSG00000188827","AR"
"ENSG00000166949","AD"
"ENSG00000141646","AD;Somatic mutation"
"ENSG00000137834","AD"
"ENSG00000120693","AD"
"ENSG00000080503","AD"
"ENSG00000127616","AD"
"ENSG00000163104","AD"
"ENSG00000138375","AR"
"ENSG00000099956","AD"
"ENSG00000073584","AD"
"ENSG00000072501","XL-D;XL-R"
"ENSG00000108055","AD"
"ENSG00000101596","AD;Digenic inheritance"
"ENSG00000105771","AR"
"ENSG00000172062","AR"
"ENSG00000128602","Somatic mosaicism"
"ENSG00000198732","AR"
"ENSG00000112562","AD;AR"
"ENSG00000166311","AR"
"ENSG00000102172","XL-R"
"ENSG00000019549","AD;AR;Heterogeneous"
"ENSG00000132639","AD"
"ENSG00000099940","AR"
"ENSG00000145335","AD"
"ENSG00000064692","Sporadic"
"ENSG00000074317","AD"
"ENSG00000163877","AR"
"ENSG00000201831","Sporadic"
"ENSG00000207063","Sporadic"
"ENSG00000200463","AR"
"ENSG00000144028","AD"
"ENSG00000125835","AD;AR"
"ENSG00000182004","AD"
"ENSG00000128739","Heterogeneous;Multifactorial inheritance;Sporadic"
"ENSG00000101400","AD"
"ENSG00000086300","AR"
"ENSG00000135317","AR"
"ENSG00000112320","AR"
"ENSG00000142168","AD;AR;Heterogeneous"
"ENSG00000159140","AD"
"ENSG00000115904","AD"
"ENSG00000100485","AD"
"ENSG00000167941","AD;AR"
"ENSG00000100146","AD;Heterogeneous"
"ENSG00000176887","AD"
"ENSG00000164736","AD"
"ENSG00000203883","AD;AR"
"ENSG00000181449","AD"
"ENSG00000134595","XL"
"ENSG00000134532","AD"
"ENSG00000125398","AD"
"ENSG00000135899","AR"
"ENSG00000170374","AR"
"ENSG00000104450","AR"
"ENSG00000113140","AR"
"ENSG00000133104","AR"
"ENSG00000021574","AD;Genetic anticipation"
"ENSG00000144962","AR"
"ENSG00000145375","AR"
"ENSG00000042317","AR"
"ENSG00000100014","AD;AR;Sporadic"
"ENSG00000072195","AR"
"ENSG00000104133","AR"
"ENSG00000090487","AR"
"ENSG00000197912","AD;AR"
"ENSG00000164266","AD;AR"
"ENSG00000133710","AD;AR"
"ENSG00000167642","AR"
"ENSG00000116096","AD;AR"
"ENSG00000166068","AD"
"ENSG00000010072","AR"
"ENSG00000187678","AD;AR"
"ENSG00000163554","AD;AR;Heterogeneous"
"ENSG00000197694","AD"
"ENSG00000070182","AD"
"ENSG00000173898","AD;AR"
"ENSG00000090054","AD"
"ENSG00000100596","AD"
"ENSG00000161011","AD;AR;Heterogeneous"
"ENSG00000213523","AD;AR"
"ENSG00000197122","AD"
"ENSG00000080603","AD"
"ENSG00000049319","AR"
"ENSG00000128039","AR"
"ENSG00000174780","AD"
"ENSG00000102359","AD"
"ENSG00000184895","YL"
"ENSG00000180879","XL-R"
"ENSG00000126752","Somatic mutation"
"ENSG00000241476","Somatic mutation"
"ENSG00000115525","AR"
"ENSG00000185482","AR"
"ENSG00000066923","AR"
"ENSG00000124356","AR"
"ENSG00000147465","AR"
"ENSG00000115415","AD;AR"
"ENSG00000170581","AR"
"ENSG00000168610","AD"
"ENSG00000115107","AD"
"ENSG00000123473","AR"
"ENSG00000167323","AD;AR"
"ENSG00000118046","AD;Somatic mutation;Sporadic"
"ENSG00000101109","AR"
"ENSG00000107960","AR"
"ENSG00000148175","AD"
"ENSG00000165730","Polygenic inheritance"
"ENSG00000137868","AR"
"ENSG00000266173","AR"
"ENSG00000242866","AD;AR"
"ENSG00000101846","XL-R"
"ENSG00000134910","AR"
"ENSG00000163527","AR"
"ENSG00000103266","AR"
"ENSG00000135604","AR"
"ENSG00000124222","AD;Sporadic"
"ENSG00000099365","AD"
"ENSG00000136854","AD"
"ENSG00000076944","AR"
"ENSG00000136143","AR"
"ENSG00000163541","AR"
"ENSG00000107882","AD;AR;Heterogeneous"
"ENSG00000175600","AR"
"ENSG00000144455","AR"
"ENSG00000167098","AR"
"ENSG00000139531","AR"
"ENSG00000148290","AR;Heterogeneous;MT"
"ENSG00000171772","AR"
"ENSG00000139351","AD;AR"
"ENSG00000008056","XL-D;XL-R"
"ENSG00000131018","AD;AR"
"ENSG00000054654","AD"
"ENSG00000181392","AR"
"ENSG00000197283","AD"
"ENSG00000159082","AR"
"ENSG00000102003","XL-D"
"ENSG00000143469","AR"
"ENSG00000143858","AD"
"ENSG00000198198","AR"
"ENSG00000055208","AD"
"ENSG00000166863","AR"
"ENSG00000136463","AR;Heterogeneous;MT"
"ENSG00000169836","AR"
"ENSG00000184292","AR"
"ENSG00000147133","XL-R"
"ENSG00000197780","AR"
"ENSG00000172660","Somatic mutation"
"ENSG00000064313","AR"
"ENSG00000141384","AR"
"ENSG00000106290","AR"
"ENSG00000162367","Polygenic inheritance"
"ENSG00000186051","Polygenic inheritance"
"ENSG00000177156","AR"
"ENSG00000183597","AR"
"ENSG00000168394","AR"
"ENSG00000204267","AR"
"ENSG00000231925","AR"
"ENSG00000169762","AR"
"ENSG00000120948","AD"
"ENSG00000143374","AR"
"ENSG00000198650","AR"
"ENSG00000102125","XL-R"
"ENSG00000125875","AR"
"ENSG00000162065","AD;AR"
"ENSG00000141556","AR"
"ENSG00000116957","AR"
"ENSG00000145348","AR"
"ENSG00000183735","AD"
"ENSG00000177565","AD"
"ENSG00000112592","AD"
"ENSG00000184058","AD;AR"
"ENSG00000092607","AR"
"ENSG00000112837","AD"
"ENSG00000143178","AR"
"ENSG00000164532","AD"
"ENSG00000073861","AR"
"ENSG00000122145","XL"
"ENSG00000135111","AD"
"ENSG00000121075","AD"
"ENSG00000089225","AD"
"ENSG00000149922","AD;AR"
"ENSG00000059377","AD;AR"
"ENSG00000164458","AR"
"ENSG00000173991","AD;AR"
"ENSG00000140262","AD"
"ENSG00000071564","AD"
"ENSG00000196628","AD"
"ENSG00000159450","AR"
"ENSG00000110719","AR;Heterogeneous"
"ENSG00000185339","AR"
"ENSG00000070814","AD"
"ENSG00000213123","AR"
"ENSG00000204852","AR"
"ENSG00000168778","AR"
"ENSG00000119977","AR"
"ENSG00000042088","AR"
"ENSG00000111802","AR"
"ENSG00000196116","AR"
"ENSG00000187079","AD"
"ENSG00000196663","AR"
"ENSG00000099797","AR"
"ENSG00000205678","AR"
"ENSG00000109927","AD;AR"
"ENSG00000120156","AD;AR"
"ENSG00000100726","AR"
"ENSG00000218336","AR"
"ENSG00000149256","AD"
"ENSG00000112773","AR"
"ENSG00000270141","AD"
"ENSG00000164362","AD"
"ENSG00000168769","Somatic mutation"
"ENSG00000120498","XL-R"
"ENSG00000091513","AR"
"ENSG00000108064","AR"
"ENSG00000137203","AD"
"ENSG00000008196","AD"
"ENSG00000068323","Somatic mutation"
"ENSG00000114354","AD;AR"
"ENSG00000106327","AR"
"ENSG00000072274","AR"
"ENSG00000042832","AR"
"ENSG00000088451","AR"
"ENSG00000105329","AD"
"ENSG00000092969","AD"
"ENSG00000119699","AD;Heterogeneous"
"ENSG00000120708","AD"
"ENSG00000163513","AD;Heterogeneous"
"ENSG00000177426","AD"
"ENSG00000092295","AR"
"ENSG00000125780","AR"
"ENSG00000104055","AR"
"ENSG00000166948","AD"
"ENSG00000180176","AR"
"ENSG00000131931","AD"
"ENSG00000125676","XL-R"
"ENSG00000131652","AR"
"ENSG00000090534","AD;Somatic mutation"
"ENSG00000126351","AD"
"ENSG00000151090","AD;AR"
"ENSG00000116001","AD;AR"
"ENSG00000126953","XL-R"
"ENSG00000113845","AR;MT;XL-D"
"ENSG00000100234","AD"
"ENSG00000092330","AD;Sporadic"
"ENSG00000119139","AR"
"ENSG00000166548","AR"
"ENSG00000163931","AR"
"ENSG00000104953","AR"
"ENSG00000038295","AD"
"ENSG00000165091","AD;AR"
"ENSG00000171202","AR"
"ENSG00000171204","AR;MT;XL-D"
"ENSG00000149483","AR"
"ENSG00000134851","AR"
"ENSG00000184584","AD"
"ENSG00000244045","AR"
"ENSG00000187049","AR;Heterogeneous"
"ENSG00000205084","AR"
"ENSG00000155755","AR"
"ENSG00000205090","AD"
"ENSG00000070269","AR"
"ENSG00000095209","AR"
"ENSG00000170876","AD"
"ENSG00000164953","AR;Heterogeneous"
"ENSG00000175606","AR"
"ENSG00000006042","AD"
"ENSG00000181585","AR"
"ENSG00000154646","AR"
"ENSG00000187045","AR"
"ENSG00000139324","AR"
"ENSG00000041982","AD"
"ENSG00000118503","AD"
"ENSG00000120889","AR"
"ENSG00000141655","AD;AR"
"ENSG00000164761","AR"
"ENSG00000240505","AD;AR"
"ENSG00000159958","AD;AR"
"ENSG00000067182","AD"
"ENSG00000186827","AR"
"ENSG00000120659","AR"
"ENSG00000154310","AR"
"ENSG00000114854","AD"
"ENSG00000130598","AD"
"ENSG00000129991","AD;AR;Heterogeneous"
"ENSG00000116783","AD"
"ENSG00000105048","AR"
"ENSG00000118194","AD"
"ENSG00000130595","AD"
"ENSG00000168477","AD;AR"
"ENSG00000132773","AR;Sporadic"
"ENSG00000197579","AD"
"ENSG00000136827","AD"
"ENSG00000143337","AR"
"ENSG00000141510","AD;AR;Heterogeneous;Polygenic inheritance;Somatic mutation"
"ENSG00000073282","AD"
"ENSG00000111669","AR"
"ENSG00000196511","AR"
"ENSG00000140416","AD"
"ENSG00000198467","AD;AR;Heterogeneous"
"ENSG00000143549","AD;AR;Heterogeneous"
"ENSG00000115705","AR"
"ENSG00000166340","AR"
"ENSG00000176058","AR"
"ENSG00000229164","AR"
"ENSG00000204104","AR"
"ENSG00000056972","AR"
"ENSG00000183763","AR"
"ENSG00000168538","AR"
"ENSG00000196459","XL-R"
"ENSG00000167632","AR"
"ENSG00000186439","AD;AR"
"ENSG00000118094","AR"
"ENSG00000095970","AR"
"ENSG00000213689","AD;AR"
"ENSG00000170893","AR"
"ENSG00000109654","AR"
"ENSG00000119401","AR"
"ENSG00000108395","AR"
"ENSG00000166326","AD"
"ENSG00000038382","AD"
"ENSG00000100106","AR"
"ENSG00000100815","AR"
"ENSG00000103671","AR"
"ENSG00000145331","AR"
"ENSG00000174173","AR"
"ENSG00000126814","AR"
"ENSG00000100416","AR;MT"
"ENSG00000210140","MT"
"ENSG00000210049","MT"
"ENSG00000210100","MT"
"ENSG00000210156","MT"
"ENSG00000209082","MT"
"ENSG00000210135","AR;Heterogeneous;MT"
"ENSG00000210196","MT"
"ENSG00000210107","MT"
"ENSG00000210151","AR;Heterogeneous;MT"
"ENSG00000210184","MT"
"ENSG00000210195","MT"
"ENSG00000072756","AR"
"ENSG00000210077","MT"
"ENSG00000210117","MT"
"ENSG00000104321","AD"
"ENSG00000138741","AD"
"ENSG00000130529","AD"
"ENSG00000119121","AR"
"ENSG00000104447","AD"
"ENSG00000167723","AD"
"ENSG00000111199","AD"
"ENSG00000165699","AD;Heterogeneous;Somatic mutation;Sporadic"
"ENSG00000103197","AD;Heterogeneous;Somatic mutation;Sporadic"
"ENSG00000198860","AR"
"ENSG00000154743","AR"
"ENSG00000170892","AR"
"ENSG00000182173","AR"
"ENSG00000123297","AR"
"ENSG00000074319","AD;Heterogeneous"
"ENSG00000134200","AR"
"ENSG00000165409","AD;AR;Sporadic"
"ENSG00000179981","AD"
"ENSG00000106025","AD"
"ENSG00000156298","XL;XL-R"
"ENSG00000175894","AR"
"ENSG00000189241","AR"
"ENSG00000158526","XL-R"
"ENSG00000128881","AD"
"ENSG00000011295","AR"
"ENSG00000123607","AD;AR"
"ENSG00000204815","AR"
"ENSG00000198677","AR"
"ENSG00000068724","AR"
"ENSG00000165533","AR"
"ENSG00000129696","AR"
"ENSG00000119685","AR"
"ENSG00000155657","AD;AR"
"ENSG00000137561","AR"
"ENSG00000118271","AD"
"ENSG00000166402","AR"
"ENSG00000167552","AD"
"ENSG00000127824","AD"
"ENSG00000183785","AR"
"ENSG00000196230","AD"
"ENSG00000101162","AD"
"ENSG00000137267","AD"
"ENSG00000137285","AD;AR"
"ENSG00000258947","AD"
"ENSG00000173876","AD;AR"
"ENSG00000131462","AD"
"ENSG00000137822","AR"
"ENSG00000128159","AR"
"ENSG00000178952","AR"
"ENSG00000112041","AR"
"ENSG00000104723","AR"
"ENSG00000122691","AD"
"ENSG00000233608","AD;AR"
"ENSG00000107815","AD;AR"
"ENSG00000100348","AR"
"ENSG00000141759","AR"
"ENSG00000105397","AR"
"ENSG00000025708","AR"
"ENSG00000077498","AD;AR;XL"
"ENSG00000011600","AR"
"ENSG00000107165","AR"
"ENSG00000130985","XL-R"
"ENSG00000081307","AR"
"ENSG00000170315","AD"
"ENSG00000077721","XL-R"
"ENSG00000077152","AR"
"ENSG00000114062","AD;Sporadic"
"ENSG00000151148","AR"
"ENSG00000120942","AD"
"ENSG00000188021","XL-D"
"ENSG00000159459","AR"
"ENSG00000154277","AR"
"ENSG00000109775","AD"
"ENSG00000242366","AR"
"ENSG00000169344","AD"
"ENSG00000114491","AR"
"ENSG00000109103","AD"
"ENSG00000092929","AR"
"ENSG00000141161","AD"
"ENSG00000144406","AR"
"ENSG00000076248","AR"
"ENSG00000100024","AR"
"ENSG00000125351","XL-R"
"ENSG00000137288","AR"
"ENSG00000204922","AR"
"ENSG00000156467","AR"
"ENSG00000140740","AR"
"ENSG00000164405","AR"
"ENSG00000159650","AR"
"ENSG00000126088","AD"
"ENSG00000188690","AR"
"ENSG00000103005","AR"
"ENSG00000006611","AR;Heterogeneous"
"ENSG00000182040","AR"
"ENSG00000042781","AR"
"ENSG00000184979","AR"
"ENSG00000242013","XL-R"
"ENSG00000124486","XL-D;XL-R"
"ENSG00000114374","YL"
"ENSG00000141076","AR"
"ENSG00000163945","AR"
"ENSG00000103043","AR"
"ENSG00000139190","AD"
"ENSG00000173218","AD"
"ENSG00000162738","AD"
"ENSG00000124164","AD"
"ENSG00000137411","AR"
"ENSG00000148704","AR"
"ENSG00000038427","AD"
"ENSG00000035403","AD"
"ENSG00000165280","AD"
"ENSG00000129864","YL"
"ENSG00000111424","AD;AR"
"ENSG00000150630","AD"
"ENSG00000134086","AD;AR;Sporadic"
"ENSG00000026025","AD"
"ENSG00000151445","AR"
"ENSG00000167397","AD;AR"
"ENSG00000147852","AR"
"ENSG00000160131","XL-R"
"ENSG00000160695","AR"
"ENSG00000197969","AR"
"ENSG00000132549","AR"
"ENSG00000129003","AR"
"ENSG00000139719","AR"
"ENSG00000184056","AR"
"ENSG00000155975","AR"
"ENSG00000136631","AR"
"ENSG00000141252","AR"
"ENSG00000100749","AR"
"ENSG00000100987","AD;Heterogeneous"
"ENSG00000119614","AR"
"ENSG00000168658","AR"
"ENSG00000110799","AD;AR"
"ENSG00000095787","AD"
"ENSG00000015285","XL-R"
"ENSG00000136051","AR"
"ENSG00000164961","AD;AR"
"ENSG00000143951","AR"
"ENSG00000120008","AD;AR"
"ENSG00000157796","AR"
"ENSG00000119333","AR"
"ENSG00000118965","AR"
"ENSG00000196998","XL-D"
"ENSG00000126870","AR"
"ENSG00000075702","AR"
"ENSG00000166415","AR"
"ENSG00000177082","AR"
"ENSG00000167716","AR"
"ENSG00000109501","AD;AR"
"ENSG00000095397","AR"
"ENSG00000115935","AR"
"ENSG00000112761","AR"
"ENSG00000060237","AD;AR"
"ENSG00000126562","AD"
"ENSG00000125084","AR"
"ENSG00000135925","AD;AR"
"ENSG00000169884","AD;AR"
"ENSG00000108379","AR;Heterogeneous"
"ENSG00000162552","AD;AR"
"ENSG00000114251","AD"
"ENSG00000154764","AR"
"ENSG00000141499","AR"
"ENSG00000165392","AR"
"ENSG00000184937","AD;AR;Contiguous gene syndrome;Heterogeneous;Somatic mutation"
"ENSG00000186153","AR"
"ENSG00000158125","AR"
"ENSG00000101966","XL;XL-R"
"ENSG00000047597","XL"
"ENSG00000250868","YL"
"ENSG00000136936","AR"
"ENSG00000154767","AR"
"ENSG00000196236","AR"
"ENSG00000143324","AD"
"ENSG00000196584","AR"
"ENSG00000152422","AR"
"ENSG00000103489","AR"
"ENSG00000015532","AR"
"ENSG00000137693","AD"
"ENSG00000134684","AD;Heterogeneous"
"ENSG00000139131","AR"
"ENSG00000136758","AR"
"ENSG00000163374","AR"
"ENSG00000115085","AR"
"ENSG00000109906","AR"
"ENSG00000179456","AD"
"ENSG00000181722","AD;Sporadic"
"ENSG00000112365","AR"
"ENSG00000179627","AR"
"ENSG00000100722","AR"
"ENSG00000102383","XL;XL-D"
"ENSG00000188706","XL"
"ENSG00000148516","AD"
"ENSG00000169554","AD"
"ENSG00000136367","AD"
"ENSG00000091656","AD"
"ENSG00000169946","AD"
"ENSG00000072121","AR"
"ENSG00000155256","AD"
"ENSG00000152977","AD"
"ENSG00000043355","AD"
"ENSG00000156925","XL;XL-R"
"ENSG00000084073","AR;Heterogeneous"
"ENSG00000004838","AR"
"ENSG00000015171","AD"
"ENSG00000141497","AR"
"ENSG00000131127","AR"
"ENSG00000163848","AD"
"ENSG00000198026","AR"
"ENSG00000175213","AD;AR"
"ENSG00000102935","AD;AR"
"ENSG00000225614","AR"
"ENSG00000163795","AR"
"ENSG00000166716","AR"
"ENSG00000122482","AD"
"ENSG00000143373","AD"
"ENSG00000147180","XL"
"ENSG00000141579","AD"
"ENSG00000197779","XL-R"
"ENSG00000108278","AR"
"ENSG00000149506","AR"
